station1,station2,time,dist,line,flag,id1,id2,direction1,direction2,id0,station1_count,2d
Westbourne Park (rhw),Westbourne Park,180,250,"r,h",s,261.2,261,w,,261,6,TRUE
Westminster,Westminster (je),180,250,j,s,262,262.1,,e,262,12,FALSE
Westminster,Westminster (jw),180,250,j,s,262,262.2,,w,262,12,FALSE
Westminster,Westminster (rde),180,250,"r,d",s,262,262.3,,e,262,12,FALSE
Westminster,Westminster (rdw),180,250,"r,d",s,262,262.4,,w,262,12,FALSE
Westminster (je),Westminster,180,250,j,s,262.1,262,e,,262,12,FALSE
Westminster (jw),Westminster,180,250,j,s,262.2,262,w,,262,12,FALSE
Westminster (rde),Westminster,180,250,"r,d",s,262.3,262,e,,262,12,FALSE
Westminster (rdw),Westminster,180,250,"r,d",s,262.4,262,w,,262,12,FALSE
White City,White City (ce),180,250,c,s,263,263.1,,e,263,6,TRUE
White City,White City (cw),180,250,c,s,263,263.2,,w,263,6,TRUE
White City (ce),White City,180,250,c,s,263.1,263,e,,263,6,TRUE
White City (cw),White City,180,250,c,s,263.2,263,w,,263,6,TRUE
Whitechapel,Whitechapel (dhe),180,250,"d,h",s,264,264.1,,e,264,6,TRUE
Whitechapel,Whitechapel (dhw),180,250,"d,h",s,264,264.2,,w,264,6,TRUE
Whitechapel (dhe),Whitechapel,180,250,"d,h",s,264.1,264,e,,264,6,TRUE
Whitechapel (dhw),Whitechapel,180,250,"d,h",s,264.2,264,w,,264,6,TRUE
Willesden Green,Willesden Green (je),180,250,j,s,265,265.1,,e,265,6,TRUE
Willesden Green,Willesden Green (jw),180,250,j,s,265,265.2,,w,265,6,TRUE
Willesden Green (je),Willesden Green,180,250,j,s,265.1,265,e,,265,6,TRUE
Willesden Green (jw),Willesden Green,180,250,j,s,265.2,265,w,,265,6,TRUE
Willesden Junction,Willesden Junction (bn),180,250,b,s,266,266.1,,n,266,6,TRUE
Willesden Junction,Willesden Junction (bs),180,250,b,s,266,266.2,,s,266,6,TRUE
Willesden Junction (bn),Willesden Junction,180,250,b,s,266.1,266,n,,266,6,TRUE
Willesden Junction (bs),Willesden Junction,180,250,b,s,266.2,266,s,,266,6,TRUE
Wimbledon,Wimbledon (de),180,250,d,s,267,267.1,,e,267,4,FALSE
Wimbledon (dw),Wimbledon,180,250,d,s,267.2,267,w,,267,4,FALSE
Wimbledon Park,Wimbledon Park (de),180,250,d,s,268,268.1,,e,268,6,TRUE
Wimbledon Park,Wimbledon Park (dw),180,250,d,s,268,268.2,,w,268,6,TRUE
Wimbledon Park (de),Wimbledon Park,180,250,d,s,268.1,268,e,,268,6,TRUE
Wimbledon Park (dw),Wimbledon Park,180,250,d,s,268.2,268,w,,268,6,TRUE
Wood Green,Wood Green (pe),180,250,p,s,269,269.1,,e,269,6,TRUE
Wood Green,Wood Green (pw),180,250,p,s,269,269.2,,w,269,6,TRUE
Wood Green (pe),Wood Green,180,250,p,s,269.1,269,e,,269,6,TRUE
Wood Green (pw),Wood Green,180,250,p,s,269.2,269,w,,269,6,TRUE
Wood Lane,Wood Lane (rhe),180,250,"r,h",s,270,270.1,,e,270,6,TRUE
Wood Lane,Wood Lane (rhw),180,250,"r,h",s,270,270.2,,w,270,6,TRUE
Wood Lane (rhe),Wood Lane,180,250,"r,h",s,270.1,270,e,,270,6,TRUE
Wood Lane (rhw),Wood Lane,180,250,"r,h",s,270.2,270,w,,270,6,TRUE
Woodford,Woodford (ce1),180,250,c,s,271,271.1,,e,271,9,FALSE
Woodford,Woodford (cw1),180,250,c,s,271,271.3,,w,271,9,FALSE
Woodford,Woodford (cw2),180,250,c,s,271,271.4,,w,271,9,FALSE
Woodford (ce1),Woodford,180,250,c,s,271.1,271,e,,271,9,FALSE
Woodford (ce2),Woodford,180,250,c,s,271.2,271,e,,271,9,FALSE
Woodford (cw1),Woodford,180,250,c,s,271.3,271,w,,271,9,FALSE
Woodside Park,Woodside Park (nn),180,250,v,s,272,272.1,,n,272,6,TRUE
Woodside Park,Woodside Park (ns),180,250,v,s,272,272.2,,s,272,6,TRUE
Woodside Park (nn),Woodside Park,180,250,v,s,272.1,272,n,,272,6,TRUE
Woodside Park (ns),Woodside Park,180,250,v,s,272.2,272,s,,272,6,TRUE
Bank,Monument,180,250,-,e,12,150,,,12,16,FALSE
Monument,Bank,180,250,-,e,150,12,,,150,7,FALSE
Paddington (BRD),Paddington (RH),180,250,-,e,174,175,,,174,13,FALSE
Paddington (RH),Paddington (BRD),180,250,-,e,175,174,,,175,7,FALSE
Hammersmith (RH),Hammersmith (DP),180,250,-,e,97,96,,,97,96,FALSE
Hammersmith (DP),Hammersmith (RH),180,250,-,e,96,97,,,96,97,FALSE
Northwick Park,Kenton,240,350,-,e,165,126,,,165,8,FALSE
Kenton,Northwick Park,240,350,-,e,126,165,,,126,8,FALSE
Hanger Lane,Park Royal,540,700,-,e,99,176,,,99,8,FALSE
Park Royal,Hanger Lane,480,700,-,e,176,99,,,176,8,FALSE
Euston,Euston Square,240,300,-,e,77,78,,,77,20,FALSE
Euston Square,Euston,240,290,-,e,78,77,,,78,8,FALSE
Northwick Park,Kenton,240,350,-,w,165,126,,,165,8,FALSE
Kenton,Northwick Park,240,350,-,w,126,165,,,126,8,FALSE
Start,Harrow & Wealdstone,0,0,-,a,0,101,,,0,28,FALSE
Start,Epping,0,0,-,a,0,76,,,0,28,FALSE
Start,Stanmore,0,0,-,a,0,219,,,0,28,FALSE
Start,Cockfosters,0,0,-,a,0,53,,,0,28,FALSE
High Barnet,Cockfosters,2760,3700,-,w,108,53,,,108,4,FALSE
Start,Heathrow Terminal 5,0,0,-,a,0,105,,,0,28,FALSE
Start,Walthamstow Central,0,0,-,a,0,245,,,0,28,FALSE
Snaresbrook,Walthamstow Central,2640,3500,-,w,204,245,,,204,7,FALSE
Start,Brixton,0,0,-,a,0,31,,,0,28,FALSE
Start,Watford,0,0,-,a,0,250,,,0,28,FALSE
Start,Chesham,0,0,-,a,0,46,,,0,28,FALSE
Start,Amersham,0,0,-,a,0,5,,,0,28,FALSE
Start,Morden,0,0,-,a,0,153,,,0,28,FALSE
Wimbledon,Morden,1980,2700,-,w,267,153,,,267,4,FALSE
Start,Edgware,0,0,-,a,0,70,,,0,28,FALSE
Canons Park,Edgware,1200,1600,-,w,41,70,,,41,7,FALSE
Edgware,Canons Park,1200,1600,-,w,70,41,,,70,3,FALSE
Start,Mill Hill East,0,0,-,a,0,149,,,0,28,FALSE
Start,High Barnet,0,0,-,a,0,108,,,0,28,FALSE
Cockfosters,High Barnet,2820,3700,-,w,53,108,,,53,4,FALSE
Aldgate East,Aldgate,240,270,-,w,3,2,,,3,8,FALSE
Start,Wimbledon,0,0,-,a,0,267,,,0,28,FALSE
Morden,Wimbledon,1980,2700,-,w,153,267,,,153,4,FALSE
Start,Kensington (Olympia),0,0,-,a,0,124,,a,0,28,FALSE
Shepherds Bush,Kensington (Olympia),840,1100,-,w,201,124,,a,201,7,FALSE
Start,Richmond,0,0,-,a,0,192,,,0,28,FALSE
Start,Ealing Broadway,0,0,-,a,0,62,,,0,28,FALSE
Start,Upminster,0,0,-,a,0,238,,,0,28,FALSE
Start,West Ruislip,0,0,-,a,0,260,,,0,28,FALSE
Ickenham,West Ruislip,840,1100,-,w,121,260,,,121,7,FALSE
Start,Uxbridge,0,0,-,a,0,242,,,0,28,FALSE
Start,Battersea Power Station,0,0,-,a,0,17,,,0,28,FALSE
Battersea Power Station (ns),Battersea Power Station,180,250,n,s,17.2,17,s,,17,3,FALSE
Walthamstow Central,Snaresbrook,2640,3500,-,w,245,204,,,245,4,FALSE
Kensington (Olympia),Shepherds Bush,840,1100,-,w,124,201,a,,124,5,FALSE
Hanger Lane,Park Royal,540,700,-,w,99,176,,,99,8,FALSE
Park Royal,Hanger Lane,480,700,-,w,176,99,,,176,8,FALSE
West Ruislip,Ickenham,780,1100,-,w,260,121,,,260,4,FALSE
Euston,Euston Square,240,300,-,w,77,78,,,77,20,FALSE
Euston Square,Euston,240,290,-,w,78,77,,,78,8,FALSE
North Harrow,Rayners Lane,1080,1400,-,w,161,189,,,161,7,FALSE
Rayners Lane,North Harrow,1080,1400,-,w,189,161,,,189,8,FALSE
Watford,Watford (ms),180,250,m,s,250,250.2,,s,250,4,FALSE
Highgate,Highgate (ns),180,250,n,s,111,111.2,,s,111,7,FALSE
Aldgate,Aldgate East,180,270,-,w,2,3,,,2,7,FALSE
Battersea Power Station,Battersea Power Station (nn),180,250,n,s,17,17.1,,n,17,3,FALSE
